otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title
otuPS86	Ilex affinis	876945	185489	KX981575.1	None	True	new	-	gi|1169191283|gb|KX981575.1| Ilex affinis haplotype H2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS87	Ilex glabra	458761	109210	AJ275342.1	None	True	new	-	gi|11414833|emb|AJ275342.1| Ilex glabra chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)
otuPS88	Ilex glabra	458761	109210	KX352750.1	None	True	new	-	gi|1158799195|gb|KX352750.1| Ilex glabra voucher C. Siegel 11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS89	Ilex liebmannii	745669	185527	AJ492659.1	None	True	new	-	gi|22796738|emb|AJ492659.1| Ilex liebmannii ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS90	Ilex coriacea	694217	185501	FJ394670.1	None	True	new	-	gi|229915109|gb|FJ394670.1| Ilex coriacea voucher S. Andrews SA1536 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS91	Ilex integerrima	171374	185519	AJ786508.1	None	True	new	-	gi|52850815|emb|AJ786508.1| Ilex integerrima partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 106
otuPS92	Ilex theizans	68451	185555	AJ492666.1	None	True	new	-	gi|22796745|emb|AJ492666.1| Ilex theezans ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS93	Ilex theizans	68451	185555	FJ394716.1	None	True	new	-	gi|229915155|gb|FJ394716.1| Ilex theezans voucher G. Hatschbach 61.225 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS94	Ilex anomala	432613	53197	AJ786505.1	None	True	new	-	gi|52850812|emb|AJ786505.1| Ilex anomala partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 101
otuPS95	Ilex pseudobuxus	1015266	53210	MG708073.1	None	True	new	-	gi|1315444427|gb|MG708073.1| Ilex pseudobuxus isolate PEIC052 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS96	Ilex pseudobuxus	1015266	53210	AY183486.1	None	True	new	-	gi|32346380|gb|AY183486.1| Ilex pseudobuxus internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence >gi|229915146|gb|FJ394707.1| Ilex pseudobuxus voucher G. Giberti BACP113 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS97	Ilex theizans	68451	185555	KF420998.1	None	True	new	-	gi|567966513|gb|KF420998.1| Ilex theezans voucher Blum 11-044 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS98	Ilex x wandoensis	5144138	525220	MK240426.1	None	True	new	-	gi|1524649819|gb|MK240426.1| Ilex x wandoensis isolate BM2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
otuPS99	Ilex integra	751453	53204	EU647663.1	None	True	new	-	gi|187370697|gb|EU647663.1| Ilex integra isolate 3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS100	Ilex integra	751453	53204	MK033993.1	None	True	new	-	gi|1732396268|gb|MK033993.1| Ilex integra isolate Y118 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS101	Ilex integra	751453	53204	EU647656.1	None	True	new	-	gi|187370690|gb|EU647656.1| Ilex integra isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence >gi|187370691|gb|EU647657.1| Ilex integra isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS102	Ilex integra	751453	53204	AB607211.1	None	True	new	-	gi|318067863|dbj|AB607211.1| Ilex integra genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, sex: female >gi|318067864|dbj|AB607212.1| Ilex integra genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, sex: male
otuPS103	Ilex latifolia	676217	53205	AJ492691.1	None	True	new	-	gi|22796770|emb|AJ492691.1| Ilex latifolia ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS104	Ilex macropoda f. pseudomacropoda	701400	525222	EU647660.1	None	True	new	-	gi|187370694|gb|EU647660.1| Ilex macropoda f. pseudomacropoda isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS105	Ilex macropoda	796117	58305	EU647659.1	None	True	new	-	gi|187370693|gb|EU647659.1| Ilex macropoda isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS106	Ilex macropoda	796117	58305	EU647658.1	None	True	new	-	gi|187370692|gb|EU647658.1| Ilex macropoda isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS107	Ilex tsoi	404203	185558	FJ394718.1	None	True	new	-	gi|229915157|gb|FJ394718.1| Ilex tsoii voucher S. Andrews SA1528 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS108	Ilex aculeolata	876943	185488	FJ394656.1	None	True	new	-	gi|229915095|gb|FJ394656.1| Ilex aculeolata voucher Zhong Shu Hua sn. internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS109	Ilex fragilis	171378	185511	FJ394683.1	None	True	new	-	gi|229915122|gb|FJ394683.1| Ilex fragilis voucher C.J. Wingfield sn. internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS110	Ilex aculeolata	876943	185488	JF976673.1	None	True	new	-	gi|343405068|gb|JF976673.1| Ilex aculeolata voucher Z133 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|343405071|gb|JF976676.1| Ilex aculeolata voucher Z134 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS111	Ilex aculeolata	876943	185488	JF976674.1	None	True	identical and/or subsequence of otuPS108, not added	-	gi|343405069|gb|JF976674.1| Ilex aculeolata voucher Z136 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS112	Ilex serrata	796121	58304	AJ492682.1	None	True	new	-	gi|22796761|emb|AJ492682.1| Ilex serrata ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS113	Ilex micrococca	676195	53206	AJ492684.1	None	True	new	-	gi|22796763|emb|AJ492684.1| Ilex micrococca ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS114	Ilex micrococca	676195	53206	JF976692.1	None	True	new	-	gi|343405087|gb|JF976692.1| Ilex micrococca voucher Z157 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS115	Ilex polyneura	172482	1043422	JF976694.1	None	True	new	-	gi|343405089|gb|JF976694.1| Ilex polyneura voucher Z164 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS116	Ilex polyneura	172482	1043422	JF976693.1	None	True	new	-	gi|343405088|gb|JF976693.1| Ilex polyneura voucher Z165 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS117	Ilex micrococca	676195	53206	JF976691.1	None	True	new	-	gi|343405086|gb|JF976691.1| Ilex micrococca voucher Z158 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS118	Ilex polyneura	172482	1043422	JF976695.1	None	True	new	-	gi|343405090|gb|JF976695.1| Ilex polyneura voucher Z162 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS119	Ilex shennongjiaensis	68459	185550	AJ492670.1	None	True	new	-	gi|22796749|emb|AJ492670.1| Ilex shennongjiaensis ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS120	Ilex microdonta	222016	185533	AJ492665.1	None	True	new	-	gi|22796744|emb|AJ492665.1| Ilex microdonta ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS121	Ilex quercetorum	976809	504111	FJ394709.1	None	True	new	-	gi|229915148|gb|FJ394709.1| Ilex quercetorum voucher S. Andrews SA1531 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS122	Ilex mitis	676179	53207	AJ275338.1	None	True	new	-	gi|11414829|emb|AJ275338.1| Ilex mitis chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)
otuPS123	Ilex ficoidea	311432	504559	KP092550.1	None	True	new	-	gi|756772905|gb|KP092550.1| Ilex ficoidea isolate SCBGP370_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS124	Ilex pubescens	589428	185543	KF255672.1	None	True	new	-	gi|545689408|gb|KF255672.1| Ilex pubescens isolate DQ_9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS125	Ilex triflora	68456	185557	KP092559.1	None	True	new	-	gi|756772914|gb|KP092559.1| Ilex triflora isolate SCBGP129_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS126	Ilex dugesii	864740	185508	FJ394679.1	None	True	new	-	gi|229915118|gb|FJ394679.1| Ilex dugesii voucher S. Andrews SA1497 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS127	Ilex paraguariensis	589430	185542	FJ394705.1	None	True	new	-	gi|229915144|gb|FJ394705.1| Ilex paraguariensis voucher S. Andrews SA1490 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS128	Ilex paraguariensis	589430	185542	AY183492.1	None	True	new	-	gi|32346386|gb|AY183492.1| Ilex paraguariensis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS129	Ilex vomitoria	727576	4297	AJ492653.1	None	True	new	-	gi|22796732|emb|AJ492653.1| Ilex vomitoria ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS130	Ilex paraguariensis	589430	185542	AY183491.1	None	True	new	-	gi|32346385|gb|AY183491.1| Ilex paraguariensis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS131	Ilex hirsuta	5232388	1398196	KF255666.1	None	True	new	-	gi|545689402|gb|KF255666.1| Ilex hirsuta isolate DQ_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS132	Ilex pedunculosa	751461	53208	AJ275341.1	None	True	new	-	gi|11414832|emb|AJ275341.1| Ilex pedunculosa chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)
otuPS133	Ilex sugerokii	68465	185553	AJ492671.1	None	True	new	-	gi|22796750|emb|AJ492671.1| Ilex sugerokii ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS134	Ilex yunnanensis	1015274	53213	FJ394726.1	None	True	new	-	gi|229915165|gb|FJ394726.1| Ilex yunnanensis voucher S. Andrews SA1508 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS135	Ilex nanchuanensis	5232391	1398199	KF255679.1	None	True	new	-	gi|545689415|gb|KF255679.1| Ilex nanchuanensis isolate DQ_18 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS136	Ilex rotunda	1015268	53211	MK034012.1	None	True	new	-	gi|1732396287|gb|MK034012.1| Ilex rotunda isolate Y192 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS137	Ilex rotunda	1015268	53211	FJ394710.1	None	True	new	-	gi|229915149|gb|FJ394710.1| Ilex rotunda voucher S. Andrews SA1569 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS138	Ilex rotunda	1015268	53211	EU647661.1	None	True	new	-	gi|187370695|gb|EU647661.1| Ilex rotunda isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS139	Ilex rotunda	1015268	53211	AJ786510.1	None	True	new	-	gi|52850817|emb|AJ786510.1| Ilex rotunda partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 4
otuPS140	Ilex rotunda	1015268	53211	KP092557.1	None	True	new	-	gi|756772912|gb|KP092557.1| Ilex rotunda isolate SCBGP053_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS141	Ilex rugosa	1015271	53212	AJ786511.1	None	True	new	-	gi|52850818|emb|AJ786511.1| Ilex rugosa partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 16
otuPS142	Ilex rugosa	1015271	53212	AJ492692.1	None	True	new	-	gi|22796771|emb|AJ492692.1| Ilex rugosa ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS143	Ilex maximowicziana	89476	58292	AJ492678.1	None	True	new	-	gi|22796757|emb|AJ492678.1| Ilex maximowicziana ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS144	Ilex hookeri	171390	185517	FJ394687.1	None	True	new	-	gi|229915126|gb|FJ394687.1| Ilex hookeri voucher S. Andrews SA1464 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS145	Ilex perado	751458	53209	AJ492693.1	None	True	new	-	gi|22796772|emb|AJ492693.1| Ilex perado ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS146	Ilex nothofagifolia	589438	185540	FJ394703.1	None	True	new	-	gi|229915142|gb|FJ394703.1| Ilex nothofagifolia voucher S. Andrews SA1499 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS147	Ilex colchica	302259	185498	FJ394668.1	None	True	new	-	gi|229915107|gb|FJ394668.1| Ilex colchica voucher S. Andrews SA1458 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence >gi|229915154|gb|FJ394715.1| Ilex spinigera voucher S. Andrews SA1502 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS148	Ilex laevigata	745666	185524	FJ394694.1	None	True	new	-	gi|229915133|gb|FJ394694.1| Ilex laevigata voucher S. Andrews SA1507 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS149	Ilex geniculata	171380	185512	FJ394684.1	None	True	new	-	gi|229915123|gb|FJ394684.1| Ilex geniculata voucher S. Andrews SA1527 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS150	Ilex corallina var. aberrans	5264382	1403283	KF255675.1	None	True	new	-	gi|545689411|gb|KF255675.1| Ilex corallina var. aberrans isolate DQ_12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS151	Ilex taubertiana	967825	224368	AY183487.1	None	True	new	-	gi|32346381|gb|AY183487.1| Ilex taubertiana internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS152	Ilex warburgii	89485	58299	FJ394721.1	None	True	new	-	gi|229915160|gb|FJ394721.1| Ilex warburgii voucher H. Nagamasu 5033 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
